Record_ID,Date,Time,Junction_ID,Vehicle_ID,Vehicle_Type,Direction,Lane,Signal_State,Signal_Duration,Waiting_Time,Vehicle_Speed,Speed_Limit,Helmet,Seat_Belt,Stop_Line_Crossed,Lane_Compliance,Phone_Usage,U_Turn,U_Turn_Allowed,Overloading,Violation,Violation_Type,Fine_Amount,Accident,Weather,Road_Condition,Traffic_Density
R010382,2026-03-26,15:27:10,J009,MH20-5933-L02096,Car,East,1.0,Red,127,39.5,18.1,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,62.6
R000354,2026-04-17,11:14:50,J011,MH12-8907-E00884,Bike,East,2.0,Green,157,6.3,40.8,60,No,,No,Yes,No,Yes,No,No,Yes,No Helmet,500,No,Clear,Good,55.6
R015147,2026-04-07,07:45:39,J013,MH14-6855-L04562,Car,East,1.0,Green,98,9.8,21.4,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,17.8
R001687,2026-04-26,17:53:45,j004,MH14-4678-B02216,Bus,West,1.0,Red,169,69.6,29.2,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,82.4
R009456,2026-05-04,11:48:55,J005,KA05-5239-G04305,Bike,South,2.0,Green,103,10.2,69.6,50,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,50.6
R002924,2026-03-21,8:37:06 PM,J004,TN09-4076-N02100,Bike,South,1.0,Green,169,13.0,29.3,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,74.1
R018612,2026-07-20,10:15:24 AM,J006,DL08-8450-N00715,Bike,West,4.0,Red,98,32.9,48.6,60,Yes,,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Cloudy,Average,81.4
R016327,2026-02-11,21:08:21,J013,MH14-9118-D04033,Auto,South,2.0,Red,98,25.3,13.6,40,,,No,No,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Fog,Good,40.2
R002793,2026-05-01,19:27:30,J004,DL08-7852-C04084,Car,East,2.0,Red,169,73.8,28.5,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Poor,80.4
R009958,2026-03-27,13:59:50,J015,MH14-3755-Q04364,Bike,East,1.0,Green,172,8.9,28.0,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,56.6
R021610,2026-05-31,18:39:37,J010,MH20-8223-J01026,Taxi,West,4.0,Green,176,9.5,31.9,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,66.5
R014038,2026-03-31,19:21:54,J010,MH20-1448-B01835,Car,East,5.0,  Green ,176,8.7,30.3,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,76.5
R014469,2026-05-05,7:37:13 AM,J014,MH12-1621-D04770,Bike,South,1.0,Green,145,0.0,33.0,40,No,,No,Yes,No,No,No,No,Yes,No Helmet,500,No,Fog,Good,8.4
R013777,2026-03-03,17:51:19,J005,UP32-1757-A04626,Car ,North,1.0,Red,103,52.2,37.7,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Average,81.2
R020490,2026-03-21,13:30:56,J007,DL08-1326-R00500,Car,West,3.0,Red,74,35.8,69.1,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Average,32.9
R004500,2026-04-09,1:42:45 PM,J005,TN09-1459-H03029,Bike,North,1.0,Yellow,103,11.2,38.7,50,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,67.5
R006244,2026-05-13,08:40:26,J008,KA05-4356-J02197,Truck,South,6.0,  Red ,127,66.0,45.8,80,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,72.0
R003332,2026-07-19,15:59:44,J002,MH20-6555-G04570,Bike,East,4.0,Green,166,5.9,43.1,60,No,,No,Yes,No,No,No,No,Yes,No Helmet,500,No,Clear,Good,38.1
R018744,2026-03-16,09:33:38,J001,GJ01-4578-D00955,Car,West,4.0,Red,136,25.9,35.0,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,72.5
R009566,2026-04-02,18:12:32,J004,MH20-8247-P05827,Taxi,North,2.0,Green,169,8.3,30.4,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,85.0
R016405,04/19/2026,08:46:43,J006,MH12-9442-F00544,Truck,South,2.0,Red,98,44.0,27.8,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,66.5
R019442,2026-05-14,18:49:27,J009,MH12-7131-Q03811,Bike,West,1.0,Red,127,69.5,27.3,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,97.7
R000823,2026-03-25,12:16:27,J007,DL08-6342-N03702,Car,East,3.0,Green,74,8.4,39.5,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,39.9
R019424,2026-04-03,17:56:56,J007,UP32-8694-D04193,bus,North,2.0,Green,74,11.8,55.0,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,90.5
R010398,2026-04-04,16:28:29,J007,UP32-3478-Q01152,Auto,West,3.0,Red,74,34.4,43.5,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,46.5
R005513,2026-06-10,14:17:29,J004,DL08-6042-G01924,Truck,West,2.0,Green,169,5.5,27.3,40,,Yes,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Rain,Poor,46.3
R017268,2026-06-27,19:56:11,J011,KA05-3825-K05214,Bike,South,1.0,Red,157,52.2,35.3,60,No,,No,Yes,No,No,No,No,Yes,No Helmet,500,No,Rain,Good,60.3
R007717,2026-03-07,18:01:34,J006,DL08-3389-E00736,Truck,East,2.0,Red,98,34.4,70.8,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,80.5
R006130,2026-03-18,10:43:53,J003,GJ01-8488-L05682,Car,East,1.0,Red,152,83.0,44.0,60,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Cloudy,Average,85.2
R021624,2026-04-02,09:14:30,J001,GJ01-9457-C05044,two-wheeler,East,1.0,Green,136,9.5,44.9,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,77.1
R005935,2026-07-08,10:54:45,J002,MH20-4452-E05986,Bike,North,4.0,Red,166,87.4,88.9,60,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,68.5
R021916,07/21/2026,18:41:58,J004,KA05-5229-K04890,Bike,East,2.0,Red,169,80.1,37.6,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Poor,83.0
R000617,2026-05-15,3:22:07 AM,J005,UP32-7223-N05894,Car,West,2.0,Red,103,38.2,59.6,50,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Average,12.5
R002991,2026-02-06,01:06:26,J010,KA05-5540-D04962,BIKE,North,3.0,Green,176,5.9,86.9,60,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Fog,Average,28.2
R024639,2026-05-08,5:43:20 PM,J006,TN09-8137-N04520,Car,  East ,4.0,Green,98,11.9,78.6,60,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Average,90.0
R011030,05/23/2026,06:13:55,J015,MH12-9442-F00544,Truck,West,1.0,Green,172,2.6,50.1,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,5.4
R015623,2026-07-15,9:24:38 AM,J013,MH14-4567-K03729,Truck,West,2.0,Green,98,11.9,23.3,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,82.3
R015544,2026-06-26,13:10:02,J013,DL08-4237-M03522,taxi,South,1.0,Red,98,47.2,44.0,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,55.3
R000599,2026-03-20,16:18:20,J013,UP32-8674-H04901,Bike,South,1.0,Green,98,5.0,31.1,40,No,,No,Yes,No,No,Yes,No,Yes,No Helmet,500,No,Clear,Good,47.6
R009203,2026-04-20,18:09:52,J005,TN09-7611-J03836,Bike,  West ,2.0,Red,103,54.3,28.7,50,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,74.0
R005944,2026-05-17,10:23:37 AM,J004,UP32-2456-L02139,Car,South,1.0,Green,169,2.5,20.8,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,58.4
R010206,2026-02-14,10:40:55,J013,MH12-2941-D02832,Car,East,2.0,Red,98,54.2,72.3,40,,No,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Fog,Good,76.3
R020571,2026-02-10,07:47:32,J012,MH14-7472-G05997,Bike,North,1.0,Red,143,37.6,12.0,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,18.5
R019016,2026-03-19,10:36:31,J014,MH20-8876-J05398,Bike,West,1.0,Red,145,74.4,20.2,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,71.3
R022019,2026-04-10,21:25:21,J015,DL08-1594-N02429,Bike,East,2.0,Green,172,9.1,35.5,40,Yes,,No,No,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,30.1
R004971,2026-04-22,07:33:03,J008,MH14-7025-K03661,TAXI,East,5.0,Red,127,62.0,39.2,80,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Clear,Average,29.1
R024914,2026-06-18,10:43:25,J008,MH20-6932-L04870,Auto,West,1.0,Red,127,74.3,32.1,80,,,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Clear,Average,66.1
R020794,2026-06-09,21:35:03,J003,GJ01-8516-M01210,Bike,West,1.0,Green,152,5.3,59.2,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,37.4
R024836,2026-05-21,16:27:26,J011,KA05-3085-G00049,Car,South,2.0,Red,157,54.1,39.7,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,40.9
R008753,2026-07-12,20:19:17,J006,GJ01-9721-B02926,Auto,North,3.0,Green,98,11.8,45.0,60,,,No,Yes,No,No,Yes,Yes,Yes,Overloading,2000,No,Rain,Average,53.7
R025734,2026-07-29,08:55:33,J011,MH20-9518-D01882,Auto,West,2.0,Red,157,60.1,41.6,60,,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,75.5
R009605,2026-07-16,09:22:00,J005,UP32-6194-R00295,Auto,East,4.0,Red,103,57.1,38.5,50,,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,64.0
R008335,04/29/2026,05:21:01,J012,GJ01-9976-Q00061,Bike,South,2.0,Green,143,0.4,22.4,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,2.7
R018439,2026-07-13,02:28:29,J006,DL08-1606-K02811,Bike,North,1.0,Red,98,11.7,41.5,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,8.4
R023815,2026-04-28,19:54:53,J004,MH12-7367-F04895,Bike,East,1.0,Green,169,12.8,71.8,40,Yes,,No,Yes,Yes,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Poor,75.6
R010629,2026-04-14,20:01:17,J001,KA05-5028-G03826,Bus,South,2.0,Yellow,136,8.0,38.4,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,84.9
R023840,2026-07-21,07:58:54,J005,MH12-9686-L05042,Auto,North,1.0,Red,103,26.0,27.8,50,,,No,Yes,No,No,No,Yes,Yes,Overloading,2000,No,Clear,Average,11.1
R000027,2026-05-06,22:41:04,J013,TN09-2707-F04334,Bus,East,1.0,Red,98,28.3,26.5,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,31.6
R018200,11-02-2026,10:49:21,J002,KA05-3935-P05414,Car,East,3.0,Green,166,12.0,42.0,60,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,,Good,84.8
R004260,2026-06-09,09:49:29,J011,DL08-4522-Q02047,Bike,North,1.0,Red,157,64.8,27.9,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,78.9
R024632,2026-04-20,16:12:14,J006,MH14-9656-R03276,Auto,East,4.0,  Red ,98,43.4,60.4,60,,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,45.3
R003098,2026-03-10,10:07:18,J004,UP32-2639-K04828,Truck,South,2.0,Yellow,169,14.0,16.4,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,69.1
R022533,2026-06-26,05:38:20,j010,MH14-3638-E05889,Bike,West,3.0,Red,176,49.5,37.0,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,18.2
R020635,2026-06-13,07:54:36,J004,TN09-9479-B03662,Car,East,,Green,169,2.6,16.0,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Poor,7.1
R016565,2026-06-20,12:10:01,J011,GJ01-2848-L01069,Bike,North,1.0,Green,157,3.8,38.0,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,35.8
R020926,2026-07-18,07:50:36,J005,UP32-4402-R00588,Car,North,2.0,Green,103,3.6,35.0,50,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,2.0
R009369,2026-02-27,14:39:06,J013,KA05-3935-P05414,Car,East,2.0,Red,98,49.7,22.9,40,,No,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Fog,Good,48.5
R007171,05/11/2026,09:34:30,J008,MH12-2058-R01378,Car,South,2.0,Red,127,47.5,63.5,80,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,81.4
R015321,2026-03-19,18:51:54,J013,TN09-1486-H01406,Car,South,1.0,Yellow,98,13.9,47.0,40,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,79.1
R013216,2026-03-31,19:57:45,J012,GJ01-4476-N01143,Taxi,East,3.0,Yellow,143,16.0,48.1,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Average,85.5
R011753,2026-07-28,19:30:30,J002,GJ01-8945-P04538,Auto,East,3.0,Red,166,93.1,33.3,60,,,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Clear,Good,89.6
R017184,2026-06-18,18:11:49,J015,UP32-2314-L02250,Car,South,3.0,Green,172,9.7,33.9,40,,Yes,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Cloudy,Good,75.9
R009688,2026-05-18,07:32:44,J003,MH14-6328-K02749,Two Wheeler,South,4.0,Green,152,0.0,42.7,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,24.8
R003730,2026-02-18,18:04:03,J009,UP32-1811-M03028,Bus,West,2.0,Green,127,15.9,36.1,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,85.1
R004483,2026-07-01,07:17:44,J014,GJ01-9520-D02972,Bike,East,2.0,Red,145,60.0,61.0,40,Yes,,No,No,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,19.2
R024815,2026-07-03,05:04:30,J008,GJ01-5540-B01013,Car,North,4.0,Red,127,52.5,78.3,80,,Yes,No,Yes,No,No,Yes,No,No,,0,Yes,Clear,Average,2.6
R013079,2026-06-06,17:30:22,J004,GJ01-8846-D04232,Bus,South,2.0,Green,169,9.2,32.8,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Poor,59.7
R017930,2026-04-01,19:38:56,J010,MH12-1145-R00552,bike,South,5.0,Red,176,85.2,46.5,60,Yes,,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Clear,Average,92.7
R009877,2026-02-27,18:33:45,J004,GJ01-7181-P04418,Car,West,2.0,Green,169,8.4,16.3,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Poor,83.2
R022451,2026-03-12,7:18:07 AM,J011,MH12-1637-E00282,Bike,North,3.0,Green,157,1.7,45.4,60,No,,No,Yes,No,No,Yes,No,Yes,No Helmet,500,No,Clear,Good,26.8
R008696,2026-02-26,07:48:54,J007,KA05-1775-E01023,Bike,North,3.0,Green,74,3.3,73.6,60,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Fog,Average,16.8
R022306,2026-04-03,06:32:30,J014,TN09-4609-Q01778,Auto,North,1.0,  Green ,145,0.1,10.8,40,,,No,Yes,No,No,No,No,No,,0,No,Fog,Good,9.7
R016803,2026-03-06,7:17:42 AM,J002,GJ01-2054-B01748,Bike,South,3.0,Green,166,3.7,89.9,60,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,Yes,Fog,Good,18.6
R012715,2026-04-23,08:19:00,J010,MH14-3436-N05631,Bike,South,3.0,Red,176,57.6,79.4,60,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,69.5
R011985,07/10/2026,11:11:14,J008,MH12-4419-R00789,Auto,East,1.0,Red,127,65.0,73.7,80,,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,39.1
R015391,2026-04-21,5:26:08 PM,J006,MH14-6766-A03165,Car,South,3.0,Green,98,11.8,29.1,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,78.4
R008742,2026-04-18,13:39:09,J011,MH12-4250-K05182,Car,South,3.0,  Red ,157,66.3,43.1,60,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Cloudy,Good,41.7
R007214,2026-04-15,07:59:15,J013,KA05-2100-G02693,Bike,South,1.0,Green,98,4.5,26.4,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,9.4
R013263,2026-03-17,7:00:18 AM,J005,UP32-6295-L00199,Bike,South,2.0,Red,103,28.8,39.6,50,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,8.8
R017589,2026-04-02,11:44:46,J004,TN09-6349-E02466,Car,North,1.0,Green,169,12.3,11.5,40,,Yes,No,No,No,No,Yes,No,Yes,Wrong Lane,500,No,Clear,Poor,60.4
R023510,2026-05-31,08:14:53,J001,MH20-2076-K03123,Auto Rickshaw,East,3.0,Green,136,9.6,45.3,60,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,54.0
R004352,2026-06-23,09:58:31,J010,UP32-8606-D02028,Car,West,4.0,Red,176,74.0,37.3,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,72.6
R007761,2026-05-16,18:33:45,J009,TN09-2323-B04917,Car,West,2.0,Green,127,6.6,23.6,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,67.7
R003234,2026-05-16,10:08:19,J011,MH14-8846-H04329,Auto,East,4.0,Green,157,6.8,48.6,60,,,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,62.0
R009340,2026-07-02,8:07:31 PM,J004,UP32-3022-M01266,Bus,North,2.0,Red,169,68.2,24.7,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,73.6
R025129,2026-07-15,08:07:21,J006,UP32-6885-N05207,Bike,North,5.0,Green,98,15.3,30.4,60,No,,No,Yes,No,No,Yes,No,Yes,No Helmet,500,No,Clear,Average,86.6
R023045,2026-06-06,17:15:02,J009,GJ01-4305-H01360,Car,South,3.0,Green,127,11.9,23.8,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,,Good,74.6
R002992,03/06/2026,5:13:09 PM,J010,GJ01-6605-E02254,Auto,East,2.0,Green,176,6.2,35.6,60,,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,63.1
R008771,03/15/2026,02:05:06,J009,DL08-3140-E02793,Taxi,South,2.0,Green,127,0.2,20.5,40,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Rain,Good,13.8
R023492,2026-06-29,11:17:08,J008,DL08-8145-J00667,Car,South,5.0,Red,127,53.0,51.7,80,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,36.0
R022075,30 Jul 2026,09:28:17,J006,UP32-2908-F02789,Bus,North,1.0,Red,98,57.8,42.2,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,100.0
R019191,2026-04-03,14:46:11,J014,GJ01-5065-J00039,Car,North,1.0,Red,145,55.0,36.3,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,58.9
R011345,2026-07-11,18:17:02,J001,MH12-6207-A04931,Car,South,1.0,Green,136,6.2,37.9,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Good,64.1
R023264,2026-02-07,11:12:59,J011,MH12-5888-Q00329,Car,North,1.0,Red,157,45.0,51.3,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,30.7
R000924,2026-04-08,09:22:27,J006,KA05-2946-P01497,Taxi,East,1.0,Red,98,37.4,44.7,60,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Clear,Average,60.1
R009467,2026-06-19,10:13:48,J001,TN09-1743-E02082,Bike,North,4.0,Green,136,14.4,35.4,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,70.1
R025170,2026-06-16,19:26:25,J012,DL08-3620-L03238,Bike,East,2.0,Green,143,10.6,17.0,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,75.8
R025562,2026-07-18,12:36:15,J015,GJ01-5678-P03430,Bike,East,1.0,Red,172,61.7,40.1,40,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,42.1
R024079,2026-07-26,07:46:30,J015,MH14-9773-G03512,Bike,West,1.0,Red,172,46.1,49.0,40,Yes,,No,No,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,13.5
R021792,2026-07-12,18:42:43,J002,TN09-5149-M05808,Bike,North,2.0,Red,166,76.3,40.4,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,64.8
R009797,19-05-2026,08:47:18,J008,DL08-7434-R00425,Car,East,3.0,Green,127,11.2,56.9,80,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,69.3
R014412,2026-07-24,22:25:40,J007,TN09-9005-A00001,Car,North,4.0,Green,74,6.0,39.1,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,59.5
R003205,2026-06-27,10:24:11,J005,KA05-3884-H04743,Car,West,1.0,Red,103,30.1,38.2,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,61.2
R011811,2026-05-18,04:04:06,J014,UP32-6966-M05805,Auto,North,1.0,Red,145,63.2,21.5,40,,,Yes,Yes,No,No,No,No,Yes,Red Light Jumping,1000,No,Clear,Good,13.9
R013944,05/17/2026,06:21:32,J013,MH12-9957-A02894,Bike,East,1.0,Red,98,10.9,21.5,40,Yes,,No,Yes,No,Yes,Yes,No,No,,0,No,Clear,Good,8.2
R007224,04/23/2026,11:55:43,j005,MH20-9133-M00455,Auto,West,4.0,Green,103,12.5,59.3,50,,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,54.3
R021242,2026-06-05,08:56:02,J008,MH20-2380-C05950,Car,East,2.0,Green,127,10.1,48.1,80,,Yes,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Cloudy,Average,91.0
R016645,2026-06-15,15:02:57,J004,UP32-5790-R05216,Auto Rickshaw,North,1.0,Green,169,9.4,17.1,40,,,No,No,No,No,Yes,No,Yes,Wrong Lane,500,No,Cloudy,Poor,53.9
R006768,2026-04-23,10:34:33,J013,KA05-4042-H02735,Bus,South,2.0,Red,98,62.5,17.7,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,84.6
R003002,2026-06-04,20:44:04,J010,MH12-3274-C05944,Car,West,4.0,Red,176,66.3,32.8,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,69.9
R005833,2026-05-23,09:26:49,J008,MH12-3815-L01339,Car,West,4.0,Green,127,11.6,100.8,80,,Yes,No,No,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,60.3
R007516,2026-06-03,09:52:34,J013,MH20-1633-E04026,Bike,North,1.0,Red,98,43.3,34.1,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,70.1
R014408,2026-07-10,07:10:59,J004,KA05-7238-C04344,Car,South,2.0,Green,169,3.0,31.8,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,9.3
R018217,2026-02-25,09:16:39,J008,GJ01-5116-Q01102,Car,North,5.0,Green,127,15.2,60.7,80,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,94.6
R013604,2026-04-13,18:43:50,J005,DL08-8111-K03273,Bike,South,4.0,Red,103,46.5,45.1,50,Yes,,Yes,Yes,No,No,No,No,Yes,Red Light Jumping,1000,No,Cloudy,Average,81.4
R024959,2026-04-23,14:14:27,J002,MH20-5424-N05346,Car,West,2.0,Green,166,0.0,49.9,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,45.1
R002563,2026-07-31,8:44:58 AM,J003,MH14-4643-E01058,Auto,East,3.0,Green,152,12.5,33.3,60,,,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Clear,Average,69.1
R022161,2026-07-23,10:39:37,J003,MH14-3832-C03250,Truck,East,4.0,Red,152,69.6,21.3,60,,Yes,No,No,No,No,Yes,Yes,Yes,Overloading,2000,No,Rain,Average,79.5
R001310,2026-07-20,15:20:03,J015,UP32-6142-L05932,Car,West,3.0,Green,172,6.0,25.5,40,,No,No,No,No,No,No,No,Yes,No Seat Belt,1000,No,Rain,Good,64.0
R000069,2026-07-05,04:13:40,J007,DL08-5912-N03473,Bike,North,2.0,Red,74,31.5,31.5,60,Yes,,Yes,Yes,No,No,No,No,Yes,Red Light Jumping,1000,No,Rain,Average,6.9
R011540,2026-03-30,20:07:10,J014,GJ01-4289-E05435,Car,North,1.0,Green,145,15.5,40.5,40,,Yes,No,No,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,88.2
R025115,2026-03-11,08:23:59,J012,MH14-9721-L04618,Car,East,1.0,Green,143,16.2,38.3,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,79.3
R022148,2026-05-25,07:38:53,J007,KA05-8518-J04225,Auto,East,1.0,Green,74,0.8,51.7,60,,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,3.0
R002881,2026-02-16,18:42:09,J007,UP32-2405-G04156,Bike,West,4.0,Red,74,48.9,35.5,60,Yes,,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Clear,Average,88.2
R018879,2026-05-13,09:35:31,J012,TN09-8674-B04671,Bike,West,1.0,Green,143,9.4,31.5,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,67.6
R021906,2026-07-12,08:13:05,J010,MH20-6355-N01662,Car,East,1.0,Red,176,70.4,48.2,60,,Yes,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Clear,Average,57.2
R005590,2026-07-14,10:34:12,J014,MH14-9900-Q04356,Bike,East,2.0,Red,145,75.2,14.3,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,89.6
R022647,2026-03-18,07:44:32,J009,MH20-4584-M01679,Car,North,3.0,Red,127,45.7,19.8,40,,Yes,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,21.5
R011732,2026-05-30,16:27:40,J002,TN09-9690-P01149,Car,West,1.0,Red,166,57.9,46.5,60,,Yes,No,Yes,No,No,No,No,No,,0,No,,Good,31.8
R009091,2026-03-19,18:50:30,J007,MH14-5520-N00712,Cab,North,2.0,Red,74,58.7,75.5,60,,Yes,No,No,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,88.2
