Vehicle_ID,Vehicle_Type,Fuel_Type,Registration_Type
MH20-5343-P03199,Bike,Petrol,Private
UP32-7810-N03200,Car,CNG,Private
TN09-3307-J03201,Car,Petrol,Private
MH14-8983-Q03202,Car,CNG,Private
MH12-5949-G03203,Car,CNG,Private
TN09-1768-F03204,Car,Petrol,Private
GJ01-7403-L03205,Taxi,Petrol,Commercial
MH20-4259-G03206,Auto,Petrol,Commercial
DL08-1152-E03207,Taxi,Petrol,Commercial
MH14-4531-G03208,Car,CNG,Private
KA05-7689-Q03209,Car,Petrol,Private
GJ01-8475-M03210,Car,Electric,Private
MH20-8837-M03211,Truck,Diesel,Commercial
MH12-3843-J03212,Car,Diesel,Private
MH20-4781-J03213,Car,CNG,Private
KA05-3159-B03214,Car,Petrol,Private
MH12-2488-Q03215,Car,CNG,Commercial
MH20-5795-B03216,Auto,CNG,Commercial
GJ01-5242-Q03217,Car,CNG,Commercial
UP32-9113-L03218,Bus,CNG,Commercial
MH20-5320-B03219,Bike,Petrol,Private
UP32-3524-R03220,Car,Diesel,Private
MH14-3947-E03221,Truck,Diesel,Commercial
TN09-7312-N03222,Car,CNG,Private
MH20-5053-R03223,Car,Petrol,Private
MH14-4052-D03224,Bike,Petrol,Private
UP32-9413-B03225,Car,Petrol,Private
GJ01-1819-C03226,Auto,Diesel,Commercial
UP32-5773-B03227,Car,CNG,Commercial
TN09-2696-J03228,Bike,Petrol,Private
MH14-9093-D03229,Car,Petrol,Private
GJ01-5170-H03230,Bike,Petrol,Private
TN09-5739-E03231,Car,Petrol,Private
TN09-5270-N03232,Bike,Petrol,Private
MH12-9840-G03233,Car,Petrol,Private
MH12-5992-R03234,Car,Diesel,Private
KA05-8612-A03235,Car,CNG,Private
GJ01-9314-M03236,Bike,Petrol,Private
UP32-9140-J03237,Car,Diesel,Commercial
DL08-3620-L03238,Bike,Petrol,Private
UP32-8768-L03239,Bike,Petrol,Private
MH20-1287-P03240,Bike,Petrol,Private
MH20-3192-A03241,Bike,Petrol,Private
MH20-5683-D03242,Taxi,Petrol,Commercial
GJ01-4577-B03243,Taxi,Petrol,Commercial
GJ01-4810-P03244,Car,Petrol,Private
GJ01-3823-K03245,Bus,Diesel,Commercial
MH12-8069-N03246,Taxi,Petrol,Commercial
MH12-6564-D03247,Auto,Petrol,Commercial
DL08-9819-B03248,Auto,Petrol,Commercial
DL08-3572-C03249,Bike,Petrol,Private
MH14-3832-C03250,Truck,Diesel,Commercial
MH14-7102-E03251,Car,CNG,Private
GJ01-5881-A03252,Bike,Petrol,Private
KA05-9802-B03253,Bike,Petrol,Commercial
MH12-1697-N03254,Auto,Petrol,Commercial
UP32-8245-R03255,Taxi,Petrol,Commercial
TN09-7352-N03256,Car,Petrol,Commercial
MH14-8132-E03257,Auto,Petrol,Commercial
MH14-3308-P03258,Bike,Petrol,Private
MH12-6007-C03259,Car,Petrol,Private
DL08-2847-K03260,Car,CNG,Commercial
MH14-2475-R03261,Truck,CNG,Commercial
GJ01-5549-D03262,Bike,Petrol,Private
MH12-1934-H03263,Car,CNG,Private
MH20-1034-B03264,Car,Petrol,Commercial
TN09-4168-N03265,Auto,Petrol,Commercial
TN09-1760-L03266,Car,CNG,Private
DL08-1031-M03267,Truck,Diesel,Commercial
GJ01-3800-B03268,Car,Petrol,Private
MH20-8493-P03269,Auto,Electric,Commercial
MH20-4388-N03270,Truck,Diesel,Commercial
DL08-4514-R03271,Truck,Diesel,Commercial
TN09-2868-N03272,Auto,Petrol,Commercial
DL08-8111-K03273,Bike,Electric,Private
DL08-3540-F03274,Taxi,Petrol,Commercial
MH20-2624-H03275,Car,Petrol,Private
MH14-9656-R03276,Auto,Petrol,Commercial
MH12-7652-R03277,Taxi,Diesel,Commercial
MH12-7922-M03278,Car,CNG,Private
MH14-5364-H03279,Bike,Petrol,Private
UP32-7713-D03280,Bike,Petrol,Private
GJ01-9736-H03281,Car,Diesel,Private
MH20-1272-E03282,Auto,CNG,Commercial
GJ01-9746-N03283,Bike,Petrol,Private
MH14-3266-L03284,Bike,Petrol,Private
MH20-6626-L03285,Bike,Petrol,Private
MH12-8280-K03286,Bike,Electric,Private
UP32-5392-R03287,Bike,Petrol,Private
KA05-2031-Q03288,Bike,Petrol,Private
MH12-8492-K03289,Car,Diesel,Private
KA05-7645-J03290,Bike,Petrol,Private
KA05-2843-P03291,Bus,Diesel,Commercial
UP32-9503-L03292,Car,Petrol,Private
MH14-7239-K03293,Bike,Petrol,Private
TN09-1161-F03294,Car,Diesel,Private
MH12-6352-F03295,Bike,Petrol,Commercial
GJ01-3286-Q03296,Car,Petrol,Private
MH12-1296-F03297,Bike,Petrol,Private
MH14-4628-A03298,Bike,Petrol,Private
MH12-6404-R03299,Bike,Petrol,Private
UP32-5291-D03300,Bike,Petrol,Private
MH12-3447-Q03301,Truck,Diesel,Commercial
MH12-1010-G03302,Truck,Diesel,Commercial
GJ01-7607-D03303,Bike,Petrol,Commercial
DL08-1283-M03304,Bike,Petrol,Private
DL08-8180-K03305,Car,Petrol,Private
UP32-1319-D03306,Bike,Petrol,Private
MH12-1511-D03307,Truck,Diesel,Commercial
TN09-3013-B03308,Car,Petrol,Commercial
KA05-3154-B03309,Car,Petrol,Private
GJ01-7567-M03310,Bike,Petrol,Commercial
MH20-2914-L03311,Bike,Electric,Private
UP32-3243-L03312,Bike,Electric,Private
MH20-3046-A03313,Car,Petrol,Private
KA05-8202-A03314,Bike,Petrol,Private
KA05-9866-K03315,Truck,Diesel,Commercial
DL08-8161-L03316,Car,Petrol,Private
DL08-6120-A03317,Bus,Diesel,Commercial
MH20-5709-L03318,Car,CNG,Private
MH12-1054-H03319,Car,Petrol,Private
MH14-8738-H03320,Taxi,Electric,Commercial
UP32-9104-F03321,Bike,Petrol,Private
DL08-6677-L03322,Bike,Petrol,Private
MH20-6001-F03323,Car,Diesel,Private
TN09-2661-N03324,Auto,Petrol,Commercial
UP32-7033-C03325,Bike,Petrol,Private
MH12-6951-K03326,Truck,Diesel,Commercial
UP32-6034-J03327,Car,Diesel,Private
TN09-3312-K03328,Bike,Petrol,Private
KA05-2837-Q03329,Auto,Petrol,Commercial
UP32-4267-J03330,Bike,Petrol,Commercial
TN09-4790-R03331,Car,Diesel,Private
DL08-7902-C03332,Car,CNG,Private
MH20-7997-B03333,Car,Diesel,Private
MH14-6777-F03334,Truck,Diesel,Commercial
MH12-5673-P03335,Bike,Petrol,Private
MH14-8293-K03336,Car,Petrol,Private
TN09-4709-R03337,Car,CNG,Private
MH14-6836-P03338,Car,Diesel,Private
GJ01-9135-C03339,Car,CNG,Private
MH20-7512-C03340,Bike,Electric,Private
MH20-5209-N03341,Bus,Diesel,Commercial
TN09-1862-A03342,Bike,Petrol,Private
TN09-8859-H03343,Bike,Petrol,Private
TN09-3682-D03344,Car,CNG,Private
KA05-5710-F03345,Bike,Petrol,Private
KA05-8500-M03346,Auto,Petrol,Commercial
TN09-9032-L03347,Bike,Petrol,Private
MH20-9492-D03348,Auto,CNG,Commercial
MH20-2170-Q03349,Car,CNG,Private
MH14-3255-K03350,Bike,Petrol,Private
UP32-2342-Q03351,Bike,Petrol,Private
KA05-5303-L03352,Bike,Petrol,Private
DL08-7970-R03353,Auto,CNG,Commercial
GJ01-9574-D03354,Car,Petrol,Private
DL08-9653-L03355,Bike,Petrol,Private
MH14-5026-R03356,Car,CNG,Private
TN09-1186-A03357,Taxi,CNG,Commercial
MH20-2726-Q03358,Bike,Petrol,Private
GJ01-7929-G03359,Car,Petrol,Private
TN09-9267-A03360,Car,CNG,Private
TN09-4197-E03361,Auto,Diesel,Commercial
MH14-2996-H03362,Car,CNG,Private
MH20-8771-K03363,Car,Petrol,Commercial
DL08-7989-B03364,Bike,Petrol,Private
MH14-9229-D03365,Car,Petrol,Private
KA05-4476-Q03366,Truck,Diesel,Commercial
TN09-9698-R03367,Car,Petrol,Private
UP32-2292-G03368,Car,Diesel,Private
DL08-4424-M03369,Bike,Petrol,Private
TN09-9921-L03370,Auto,Electric,Commercial
GJ01-2480-M03371,Taxi,Diesel,Commercial
DL08-2408-L03372,Car,CNG,Private
UP32-4046-M03373,Car,Petrol,Commercial
KA05-5032-N03374,Car,Electric,Private
DL08-8725-R03375,Auto,Petrol,Commercial
MH20-9924-P03376,Car,Electric,Private
TN09-5085-K03377,Bike,Petrol,Private
KA05-2125-P03378,Bus,Diesel,Commercial
UP32-6297-G03379,Truck,Diesel,Commercial
KA05-7710-J03380,Truck,Diesel,Commercial
MH14-1613-G03381,Bike,Petrol,Private
DL08-1135-J03382,Car,Petrol,Private
MH14-5313-J03383,Bike,Petrol,Private
DL08-6193-G03384,Bike,Electric,Private
MH12-7854-R03385,Bike,Petrol,Private
MH12-3845-F03386,Truck,Diesel,Commercial
KA05-9341-Q03387,Auto,CNG,Commercial
TN09-2833-H03388,Truck,CNG,Commercial
UP32-3224-R03389,Auto,Petrol,Commercial
DL08-1348-P03390,Car,CNG,Commercial
MH14-7287-J03391,Taxi,CNG,Commercial
MH12-4327-K03392,Auto,Electric,Commercial
MH14-9310-R03393,Bike,Petrol,Private
TN09-9388-H03394,Bike,Petrol,Private
UP32-8364-A03395,Car,CNG,Private
MH12-2846-M03396,Auto,Petrol,Commercial
GJ01-1379-F03397,Bus,Diesel,Commercial
TN09-5333-F03398,Bike,Electric,Commercial
MH20-4811-C03399,Car,Diesel,Private
UP32-3194-A03400,Bike,Petrol,Private
UP32-5458-D03401,Car,Diesel,Private
DL08-2233-B03402,Bike,Petrol,Private
MH20-3362-J03403,Car,Diesel,Private
UP32-3474-N03404,Bike,Electric,Commercial
DL08-4003-F03405,Bike,Petrol,Commercial
MH20-4039-K03406,Bus,Diesel,Commercial
DL08-3824-P03407,Bus,Diesel,Commercial
MH12-1580-G03408,Bike,Petrol,Private
GJ01-4524-B03409,Car,Diesel,Private
MH20-1918-E03410,Bike,Petrol,Private
DL08-7404-P03411,Car,CNG,Private
GJ01-9908-A03412,Bike,Petrol,Private
MH12-1981-D03413,Bike,Petrol,Private
MH12-1425-Q03414,Taxi,Petrol,Commercial
DL08-1567-Q03415,Bike,Petrol,Private
GJ01-1675-R03416,Car,CNG,Private
MH20-2965-A03417,Bike,Petrol,Private
KA05-7676-D03418,Truck,CNG,Commercial
MH20-9964-C03419,Car,Diesel,Private
DL08-7669-B03420,Car,Electric,Private
KA05-5802-E03421,Car,Petrol,Private
MH12-3360-L03422,Bike,Petrol,Commercial
MH14-3325-A03423,Car,Diesel,Private
UP32-3953-N03424,Bus,Diesel,Commercial
MH20-7892-M03425,Car,Petrol,Private
GJ01-2292-Q03426,Car,Diesel,Private
MH20-5429-M03427,Bike,Petrol,Private
MH14-7263-B03428,Bike,Petrol,Private
TN09-9798-C03429,Auto,Petrol,Commercial
GJ01-5678-P03430,Bike,Petrol,Private
GJ01-3079-G03431,Auto,Diesel,Commercial
MH12-9195-J03432,Taxi,Petrol,Commercial
DL08-8181-C03433,Car,Electric,Private
KA05-3140-C03434,Car,Petrol,Private
DL08-7439-E03435,Bike,Petrol,Private
KA05-9852-J03436,Taxi,Diesel,Commercial
MH12-9260-F03437,Car,Petrol,Private
TN09-5494-P03438,Bike,Petrol,Private
MH14-3727-G03439,Car,CNG,Private
MH20-1238-M03440,Taxi,Electric,Commercial
DL08-4568-A03441,Car,Petrol,Private
DL08-5779-N03442,Bike,Petrol,Private
MH12-9456-C03443,Bike,Petrol,Private
MH12-2512-N03444,Auto,Diesel,Commercial
MH20-4851-E03445,Auto,Diesel,Commercial
UP32-9715-Q03446,Car,CNG,Private
TN09-5918-C03447,Bike,Electric,Commercial
UP32-5227-N03448,Bike,Petrol,Private
KA05-4590-H03449,Taxi,Petrol,Commercial
DL08-8301-C03450,Truck,CNG,Commercial
MH14-6215-C03451,Bike,Petrol,Private
KA05-6402-E03452,Bike,Petrol,Commercial
MH12-4098-J03453,Car,CNG,Private
DL08-6307-H03454,Car,Petrol,Private
GJ01-5102-K03455,Bike,Petrol,Private
GJ01-8235-E03456,Truck,Diesel,Commercial
MH20-5374-A03457,Car,CNG,Private
MH14-9306-E03458,Bike,Electric,Private
KA05-1018-E03459,Bike,Electric,Private
TN09-9205-C03460,Car,Diesel,Private
UP32-4725-M03461,Truck,Diesel,Commercial
KA05-3617-H03462,Car,Petrol,Private
MH14-3612-D03463,Car,Electric,Private
TN09-2756-D03464,Car,Diesel,Commercial
TN09-6668-A03465,Bike,Petrol,Commercial
MH12-1996-Q03466,Bike,Petrol,Private
GJ01-1385-B03467,Car,Petrol,Private
UP32-2419-A03468,Bike,Petrol,Commercial
DL08-3083-P03469,Truck,Diesel,Commercial
MH12-5333-M03470,Car,Petrol,Private
TN09-4676-J03471,Bike,Petrol,Private
KA05-3911-E03472,Taxi,Electric,Commercial
DL08-5912-N03473,Bike,Petrol,Private
TN09-4876-A03474,Bike,Petrol,Private
DL08-6064-R03475,Auto,CNG,Commercial
TN09-7911-C03476,Car,Diesel,Private
TN09-2663-E03477,Car,CNG,Private
UP32-1062-N03478,Car,CNG,Private
TN09-7556-E03479,Bike,Electric,Private
UP32-7697-Q03480,Car,Diesel,Private
KA05-8754-Q03481,Auto,CNG,Commercial
MH12-4402-M03482,Auto,Petrol,Commercial
MH14-9360-K03483,Bike,Petrol,Private
MH20-3057-H03484,Car,Petrol,Private
MH12-6033-P03485,Car,CNG,Private
MH14-3470-C03486,Bike,Petrol,Private
TN09-3680-M03487,Bus,Diesel,Commercial
MH12-7548-J03488,Auto,CNG,Commercial
MH14-3027-D03489,Bike,Petrol,Private
MH14-9703-E03490,Auto,Diesel,Commercial
GJ01-4825-K03491,Car,Petrol,Private
MH20-2061-J03492,Auto,Diesel,Commercial
MH12-7638-N03493,Bike,Petrol,Private
MH14-2650-B03494,Bike,Petrol,Private
KA05-4212-J03495,Truck,Diesel,Commercial
DL08-1480-D03496,Auto,CNG,Commercial
GJ01-1068-H03497,Car,Diesel,Private
GJ01-1866-B03498,Auto,Petrol,Commercial
DL08-2720-Q03499,Car,Diesel,Private
MH12-2313-C03500,Bike,Petrol,Private
KA05-8779-D03501,Car,Petrol,Private
MH14-8645-P03502,Bike,Petrol,Private
GJ01-3549-M03503,Truck,Diesel,Commercial
MH12-9312-J03504,Bike,Petrol,Private
UP32-9583-L03505,Bus,CNG,Commercial
MH14-2262-G03506,Taxi,Electric,Commercial
TN09-9685-F03507,Bike,Petrol,Private
UP32-9562-A03508,Taxi,Diesel,Commercial
MH12-4714-Q03509,Auto,Petrol,Commercial
GJ01-1450-D03510,Bike,Petrol,Private
MH20-4322-N03511,Bus,Diesel,Commercial
MH14-9773-G03512,Bike,Petrol,Private
GJ01-2737-A03513,Car,Petrol,Private
TN09-6765-Q03514,Car,CNG,Private
KA05-5803-G03515,Car,CNG,Private
MH20-3658-D03516,Truck,Diesel,Commercial
GJ01-7265-M03517,Car,CNG,Private
MH12-7372-Q03518,Auto,Diesel,Commercial
GJ01-2939-H03519,Bike,Petrol,Commercial
MH20-2465-L03520,Taxi,Petrol,Commercial
GJ01-5885-E03521,Car,Petrol,Private
DL08-4237-M03522,Taxi,Petrol,Commercial
KA05-3564-K03523,Taxi,CNG,Commercial
MH14-9817-H03524,Auto,Diesel,Commercial
KA05-9247-C03525,Car,Petrol,Private
GJ01-2222-A03526,Truck,Diesel,Commercial
MH20-2653-M03527,Car,Electric,Private
GJ01-5764-N03528,Auto,CNG,Commercial
TN09-4812-K03529,Car,Diesel,Private
MH14-5524-R03530,Car,Petrol,Private
GJ01-3003-L03531,Car,Diesel,Private
MH14-3241-C03532,Car,Electric,Commercial
MH14-3195-H03533,Car,Diesel,Private
MH14-6592-M03534,Bike,Petrol,Private
MH12-8567-F03535,Taxi,Petrol,Commercial
MH20-5843-K03536,Bike,Petrol,Private
KA05-7927-Q03537,Taxi,Diesel,Commercial
MH14-8234-D03538,Car,Petrol,Private
UP32-3007-M03539,Bus,Diesel,Commercial
UP32-9709-H03540,Car,Diesel,Private
UP32-6210-K03541,Car,Electric,Private
UP32-5857-C03542,Auto,CNG,Commercial
TN09-8520-F03543,Bike,Petrol,Private
KA05-7462-N03544,Car,Electric,Commercial
KA05-1748-Q03545,Car,Petrol,Private
GJ01-4389-E03546,Car,Diesel,Private
DL08-6542-G03547,Bus,Diesel,Commercial
GJ01-8796-P03548,Taxi,Diesel,Commercial
MH20-4569-P03549,Bike,Petrol,Private
GJ01-1494-J03550,Bike,Petrol,Commercial
DL08-3889-B03551,Taxi,Diesel,Commercial
DL08-5255-A03552,Auto,Petrol,Commercial
MH20-8770-G03553,Car,Diesel,Private
TN09-8362-P03554,Taxi,Electric,Commercial
TN09-4143-L03555,Auto,Petrol,Commercial
UP32-9195-Q03556,Car,Diesel,Private
GJ01-2261-A03557,Car,Petrol,Private
MH20-8812-G03558,Car,CNG,Private
DL08-3953-B03559,Car,CNG,Private
UP32-2692-D03560,Bike,Petrol,Private
UP32-7978-D03561,Bus,CNG,Commercial
MH20-1937-K03562,Car,Petrol,Commercial
KA05-5394-N03563,Bike,Petrol,Private
MH14-7960-A03564,Bike,Petrol,Commercial
MH12-3952-P03565,Car,Electric,Commercial
MH12-2567-J03566,Auto,Petrol,Commercial
UP32-2268-B03567,Bike,Petrol,Private
UP32-1316-G03568,Car,CNG,Private
UP32-1644-L03569,Taxi,Diesel,Commercial
KA05-4248-G03570,Taxi,Petrol,Commercial
MH20-5158-J03571,Bus,Diesel,Commercial
MH14-8218-F03572,Car,Diesel,Private
DL08-1087-H03573,Bike,Electric,Private
TN09-5261-B03574,Bike,Petrol,Private
TN09-2781-H03575,Auto,CNG,Commercial
UP32-3588-R03576,Car,Petrol,Commercial
MH14-7350-H03577,Car,Petrol,Private
GJ01-1974-E03578,Taxi,CNG,Commercial
UP32-7473-L03579,Auto,CNG,Commercial
MH20-5976-M03580,Bike,Electric,Private
TN09-1383-Q03581,Car,CNG,Private
KA05-1045-P03582,Bike,Petrol,Commercial
MH12-3779-B03583,Auto,Diesel,Commercial
MH14-3814-B03584,Auto,Petrol,Commercial
TN09-5903-H03585,Auto,Diesel,Commercial
MH12-4689-F03586,Car,CNG,Private
DL08-3839-A03587,Car,Electric,Private
MH20-7131-L03588,Car,Petrol,Commercial
DL08-6531-K03589,Car,Petrol,Private
DL08-7632-K03590,Truck,Diesel,Commercial
DL08-5023-G03591,Car,CNG,Private
MH20-7991-E03592,Car,Petrol,Private
DL08-3006-E03593,Bike,Petrol,Private
MH14-3649-B03594,Auto,Petrol,Commercial
GJ01-6129-E03595,Car,Electric,Private
UP32-7577-G03596,Car,Petrol,Private
KA05-3622-C03597,Bike,Electric,Private
KA05-2522-G03598,Bike,Electric,Private
MH14-3169-F03599,Taxi,Petrol,Commercial
DL08-2636-R03600,Car,Petrol,Private
GJ01-5490-R03601,Car,Petrol,Private
GJ01-5126-N03602,Bike,Petrol,Commercial
GJ01-2973-Q03603,Auto,CNG,Commercial
MH12-3594-J03604,Car,Petrol,Private
MH20-2734-C03605,Car,Petrol,Private
MH12-6206-D03606,Car,Petrol,Private
MH14-5907-H03607,Car,Diesel,Private
UP32-8552-E03608,Truck,Diesel,Commercial
MH20-7133-J03609,Bike,Electric,Private
DL08-5167-L03610,Car,CNG,Private
MH20-1121-K03611,Car,CNG,Private
UP32-7262-G03612,Car,Electric,Commercial
GJ01-6804-D03613,Auto,Petrol,Commercial
MH12-3718-L03614,Bike,Petrol,Private
GJ01-5504-B03615,Car,CNG,Private
TN09-9639-G03616,Bike,Petrol,Private
TN09-8163-R03617,Taxi,Petrol,Commercial
MH12-9321-J03618,Auto,Petrol,Commercial
MH20-6937-K03619,Car,Electric,Commercial
TN09-7115-C03620,Bike,Petrol,Private
MH20-4007-M03621,Bike,Petrol,Private
GJ01-3752-K03622,Car,Petrol,Private
KA05-3953-A03623,Car,Petrol,Commercial
DL08-5481-C03624,Auto,Petrol,Commercial
MH12-1220-P03625,Bike,Petrol,Private
MH20-7715-N03626,Bike,Petrol,Commercial
MH12-6919-P03627,Truck,Diesel,Commercial
KA05-1644-A03628,Car,CNG,Private
MH14-4598-H03629,Car,Petrol,Private
MH20-3626-K03630,Bike,Petrol,Private
DL08-7263-A03631,Taxi,Diesel,Commercial
MH12-9665-E03632,Bike,Petrol,Private
KA05-7557-D03633,Car,Electric,Private
MH12-8766-P03634,Bus,CNG,Commercial
DL08-9613-M03635,Bike,Petrol,Private
MH20-4274-J03636,Car,Petrol,Private
MH20-4652-D03637,Bike,Petrol,Commercial
GJ01-2878-A03638,Car,Diesel,Private
MH14-8131-K03639,Car,Petrol,Private
TN09-5522-K03640,Car,Petrol,Private
UP32-8698-N03641,Bike,Petrol,Private
MH12-7913-G03642,Bike,Petrol,Private
MH12-5545-P03643,Car,CNG,Private
MH14-9382-Q03644,Truck,Diesel,Commercial
UP32-4093-F03645,Car,Petrol,Private
KA05-4591-Q03646,Truck,Diesel,Commercial
MH14-9129-F03647,Auto,Petrol,Commercial
TN09-4217-N03648,Bike,Petrol,Private
MH12-3711-M03649,Auto,CNG,Commercial
TN09-4692-N03650,Auto,CNG,Commercial
MH12-5601-Q03651,Car,Petrol,Private
KA05-2035-A03652,Auto,Electric,Commercial
TN09-4721-L03653,Car,Diesel,Private
KA05-3857-C03654,Auto,Petrol,Commercial
TN09-1262-B03655,Car,Diesel,Private
KA05-8001-B03656,Bike,Petrol,Private
MH14-5810-H03657,Bike,Petrol,Commercial
KA05-4477-Q03658,Bike,Petrol,Private
UP32-6757-P03659,Car,Petrol,Private
GJ01-4831-N03660,Bike,Petrol,Private
MH14-7025-K03661,Taxi,CNG,Commercial
TN09-9479-B03662,Car,Electric,Private
MH20-2802-A03663,Bike,Petrol,Private
UP32-7308-A03664,Car,Petrol,Private
GJ01-1545-L03665,Bike,Electric,Private
KA05-7960-H03666,Car,Petrol,Private
DL08-1364-N03667,Bike,Petrol,Private
MH20-3998-F03668,Truck,Diesel,Commercial
UP32-5607-C03669,Truck,Diesel,Commercial
UP32-9324-P03670,Auto,Petrol,Commercial
TN09-1764-N03671,Bike,Petrol,Private
KA05-3771-R03672,Bike,Electric,Private
TN09-1358-K03673,Bus,Diesel,Commercial
MH14-8461-B03674,Car,Petrol,Commercial
MH14-9930-N03675,Bike,Petrol,Private
DL08-4060-B03676,Bike,Petrol,Private
MH12-8775-G03677,Car,Electric,Private
MH14-9790-F03678,Car,Diesel,Private
TN09-4343-H03679,Bike,Petrol,Private
MH12-9747-P03680,Truck,CNG,Commercial
KA05-3811-N03681,Car,Diesel,Private
DL08-2427-H03682,Car,Electric,Private
MH12-2850-K03683,Taxi,Petrol,Commercial
GJ01-8366-A03684,Bike,Electric,Private
TN09-9824-Q03685,Car,Petrol,Private
MH20-5449-H03686,Taxi,Diesel,Commercial
KA05-5019-B03687,Bike,Petrol,Private
MH14-8633-D03688,Auto,Petrol,Commercial
MH12-7330-N03689,Bike,Electric,Private
MH14-6631-B03690,Car,Petrol,Private
MH20-9372-C03691,Car,Petrol,Private
MH12-2874-R03692,Bike,Petrol,Private
KA05-1696-Q03693,Car,CNG,Private
MH12-9480-C03694,Bike,Petrol,Private
GJ01-3848-K03695,Bike,Petrol,Private
MH12-1315-Q03696,Car,Petrol,Private
TN09-4012-Q03697,Bike,Petrol,Private
MH12-7930-D03698,Bike,Petrol,Commercial
MH14-3809-R03699,Bike,Petrol,Private
MH20-1274-H03700,Bike,Petrol,Private
MH20-7902-G03701,Bike,Petrol,Commercial
DL08-6342-N03702,Car,Diesel,Private
UP32-1096-C03703,Car,Petrol,Private
MH20-5886-F03704,Car,Diesel,Private
MH12-2474-E03705,Bike,Electric,Private
MH20-5362-Q03706,Car,Petrol,Private
DL08-7172-Q03707,Auto,Petrol,Commercial
KA05-4969-N03708,Truck,Diesel,Commercial
KA05-1688-M03709,Bus,Diesel,Commercial
GJ01-5191-C03710,Auto,Diesel,Commercial
TN09-5561-A03711,Bus,CNG,Commercial
KA05-9356-E03712,Truck,Diesel,Commercial
UP32-9165-H03713,Truck,Diesel,Commercial
GJ01-7735-E03714,Car,Electric,Commercial
MH12-7244-N03715,Car,CNG,Private
GJ01-5648-C03716,Bike,Petrol,Private
UP32-3853-E03717,Bike,Petrol,Commercial
GJ01-4023-F03718,Car,Electric,Private
GJ01-7831-N03719,Car,Petrol,Private
GJ01-3898-G03720,Taxi,CNG,Commercial
MH20-9981-H03721,Bike,Petrol,Private
GJ01-9433-Q03722,Auto,CNG,Commercial
MH20-7097-P03723,Bike,Petrol,Private
MH20-1800-J03724,Car,CNG,Private
DL08-9648-G03725,Car,Electric,Private
MH20-7593-A03726,Car,Petrol,Commercial
MH12-8641-N03727,Car,Petrol,Private
MH14-5996-H03728,Auto,CNG,Commercial
MH14-4567-K03729,Truck,Diesel,Commercial
UP32-6265-E03730,Car,Electric,Private
MH12-9849-P03731,Bike,Petrol,Private
MH20-3218-K03732,Bike,Electric,Private
MH20-1911-F03733,Taxi,Petrol,Commercial
MH12-8937-P03734,Bus,Diesel,Commercial
MH14-5276-N03735,Taxi,Petrol,Commercial
MH12-7062-N03736,Taxi,Diesel,Commercial
MH14-8763-M03737,Truck,Diesel,Commercial
UP32-7692-P03738,Taxi,Petrol,Commercial
TN09-8869-E03739,Bike,Petrol,Private
KA05-1110-K03740,Auto,Petrol,Commercial
UP32-5220-D03741,Taxi,CNG,Commercial
MH14-4181-R03742,Car,Diesel,Private
MH12-1849-R03743,Bike,Petrol,Private
UP32-6728-B03744,Car,Petrol,Private
MH20-1737-E03745,Bike,Petrol,Private
MH14-4248-R03746,Auto,Petrol,Commercial
DL08-5886-F03747,Bike,Petrol,Commercial
UP32-5695-A03748,Car,CNG,Private
GJ01-3108-H03749,Car,Petrol,Private
MH12-8707-P03750,Taxi,Petrol,Commercial
MH14-8720-B03751,Auto,Electric,Commercial
TN09-2471-R03752,Auto,Diesel,Commercial
MH20-9818-M03753,Taxi,Petrol,Commercial
DL08-5190-B03754,Bike,Petrol,Private
MH12-6641-M03755,Auto,Diesel,Commercial
MH14-6258-Q03756,Car,Petrol,Private
TN09-5077-D03757,Bike,Electric,Private
UP32-1044-B03758,Bike,Petrol,Private
MH12-6103-L03759,Truck,CNG,Commercial
KA05-1301-H03760,Car,Diesel,Private
MH20-2334-A03761,Bike,Petrol,Private
MH20-1653-H03762,Bike,Petrol,Commercial
GJ01-5566-A03763,Bike,Petrol,Private
GJ01-6270-F03764,Car,Diesel,Private
GJ01-5628-P03765,Taxi,CNG,Commercial
DL08-4878-L03766,Car,CNG,Private
DL08-8674-K03767,Car,Petrol,Private
MH12-8077-R03768,Truck,Diesel,Commercial
UP32-1697-F03769,Auto,Petrol,Commercial
MH14-2518-K03770,Auto,CNG,Commercial
DL08-3379-N03771,Car,Petrol,Private
TN09-1770-L03772,Bike,Petrol,Private
MH14-2825-N03773,Car,Petrol,Commercial
MH20-3404-A03774,Auto,Petrol,Commercial
UP32-1114-R03775,Bike,Petrol,Private
KA05-8868-B03776,Auto,CNG,Commercial
MH20-4222-C03777,Auto,Petrol,Commercial
GJ01-2203-L03778,Car,CNG,Private
UP32-7348-P03779,Bike,Petrol,Private
GJ01-1045-M03780,Car,Petrol,Private
MH14-9759-K03781,Auto,Petrol,Commercial
UP32-1097-G03782,Bike,Electric,Private
MH12-7444-H03783,Car,Petrol,Private
MH12-7077-B03784,Bike,Petrol,Private
GJ01-5357-A03785,Bike,Petrol,Private
DL08-1717-D03786,Car,Electric,Private
MH12-3345-M03787,Auto,Petrol,Commercial
TN09-3589-G03788,Bike,Petrol,Private
UP32-7007-H03789,Bike,Electric,Private
GJ01-1682-B03790,Bus,Diesel,Commercial
MH12-3179-Q03791,Bike,Petrol,Private
KA05-6270-J03792,Bike,Petrol,Commercial
MH20-1718-L03793,Bike,Petrol,Private
